WTDEL	WTCONO	WTPROD	WTCNTR	WTGROS	WTTARE	WTNET	WTGAL	WTF001
I	10	7355	601	441.13	35.00	406.13	55.0000000	                        
 	10	7355	603	441.13	35.00	406.13	55.0000000	                        
 	10	7355	982	441.13	35.00	406.13	55.0000000	                        
 	10	7356	004	1750.91	110.00	1640.91	220.0000000	                        
I	10	7356	501	40.29	3.00	37.29	5.0000000	                        
 	10	7356	502	40.29	3.00	37.29	5.0000000	                        
 	10	7356	603	445.23	35.00	410.23	55.0000000	                        
 	10	7356	982	445.23	35.00	410.23	55.0000000	                        
 	10	7357	101	30.25	2.50	27.75	4.0000000	                        
 	10	7357	501	37.81	2.50	35.31	5.0000000	                        
 	10	7357	502	37.81	2.50	35.31	5.0000000	                        
 	10	7357	601	423.38	35.00	388.38	55.0000000	                        
 	10	7357	603	423.38	35.00	388.38	55.0000000	                        
 	10	7358	982	436.10	35.00	401.10	55.0000000	                        
I	10	7359	009	24.50	2.50	22.00	3.0000000	                        
I	10	7359	023	23.15	1.50	21.65	3.0000000	                        
I	10	7359	101	31.37	2.50	28.87	4.0000000	                        
I	10	7359	357	24.50	2.80	21.70	3.0000000	                        
 	10	7360	107	30.48	2.80	27.68	1.0000000	                        
 	10	7360	260	13.49	3.00	10.49	1.5000000	                        
 	10	7360	266	3.62	1.00	2.62	0.3800000	                        
 	10	7360	282	22.48	1.50	20.98	3.0000000	                        
 	10	7360	507	37.48	2.50	34.98	5.0000000	                        
 	10	7360	607	419.70	35.00	384.70	55.0000000	                        
I	10	7362	982	428.80	35.00	393.80	55.0000000	                        
I	10	7363	448	41.50	2.50	39.00	5.0000000	                        
 	10	7363	501	38.87	2.50	36.37	5.0000000	                        
I	10	7363	502	39.00	2.50	36.50	5.0000000	                        
 	10	7363	601	435.11	35.00	400.11	55.0000000	                        
I	10	7363	603	442.00	37.00	405.00	55.0000000	                        
 	10	7363	615	435.11	35.00	400.11	55.0000000	                        
I	10	7363	982	442.00	37.00	405.00	55.0000000	                        
I	10	7364	448	41.50	2.50	39.00	5.0000000	                        
 	10	7364	501	38.11	2.00	36.11	5.0000000	                        
I	10	7364	502	41.50	2.50	39.00	5.0000000	                        
 	10	7364	601	431.94	35.00	396.94	55.0000000	                        
I	10	7364	603	436.10	35.00	401.10	55.0000000	                        
 	10	7364	615	431.94	35.00	396.94	55.0000000	                        
I	10	7364	982	442.00	35.00	407.00	55.0000000	                        
I	10	7365	028	23.58	1.50	22.08	3.0000000	                        
I	10	7365	448	39.31	2.50	36.81	5.0000000	                        
 	10	7365	501	39.31	2.50	36.81	5.0000000	                        
I	10	7365	502	39.31	2.50	36.81	5.0000000	                        
 	10	7365	601	439.86	35.00	404.86	55.0000000	                        
I	10	7365	603	436.10	35.00	401.10	55.0000000	                        
 	10	7365	615	439.86	35.00	404.86	55.0000000	                        
I	10	7365	982	442.00	35.00	407.00	55.0000000	                        
 	10	7366	448	39.28	3.00	36.28	5.0000000	                        
 	10	7366	501	39.28	3.00	36.28	5.0000000	                        
 	10	7366	502	39.28	3.00	36.28	5.0000000	                        
 	10	7366	601	434.13	35.00	399.13	55.0000000	                        
 	10	7366	603	434.13	35.00	399.13	55.0000000	                        
 	10	7366	982	434.13	35.00	399.13	55.0000000	                        
 	10	7367	501	40.04	3.00	37.04	5.0000000	                        
 	10	7367	601	442.40	35.00	407.40	55.0000000	                        
 	10	7367	982	442.00	35.00	407.00	55.0000000	                        
I	10	7368	501	41.50	2.50	39.00	5.0000000	                        
I	10	7368	601	443.68	35.00	408.68	55.0000000	                        
I	10	7368	982	442.00	35.00	407.00	55.0000000	                        
I	10	7369	982	443.00	35.00	408.00	55.0000000	                        
I	10	7370	982	442.00	35.00	407.00	55.0000000	                        
I	10	7371	982	442.00	35.00	407.00	55.0000000	                        
I	10	7373	009	24.50	2.50	22.00	3.0000000	                        
I	10	7373	354	24.29	0.00	24.29	3.0000000	                        
I	10	7373	982	442.00	35.00	407.00	55.0000000	                        
 	10	7374	004	1707.51	110.00	1597.51	220.0000000	                        
 	10	7374	501	38.81	2.50	36.31	5.0000000	                        
I	10	7374	502	38.81	2.50	36.31	5.0000000	                        
 	10	7374	601	434.38	35.00	399.38	55.0000000	                        
I	10	7374	602	442.00	35.00	407.00	55.0000000	                        
I	10	7374	603	436.10	35.00	401.10	55.0000000	                        
I	10	7374	982	442.00	35.00	407.00	55.0000000	                        
I	10	7375	448	39.83	2.50	37.33	5.0000000	                        
I	10	7375	982	436.10	35.00	401.10	55.0000000	                        
I	10	7376	448	38.99	2.50	36.49	5.0000000	                        
I	10	7376	982	436.10	35.00	401.10	55.0000000	                        
I	10	7380	448	41.50	2.50	39.00	5.0000000	                        
 	10	7380	501	38.83	2.50	36.33	5.0000000	                        
I	10	7380	502	39.00	2.50	36.50	5.0000000	                        
 	10	7380	601	434.62	35.00	399.62	55.0000000	                        
I	10	7380	603	436.10	35.00	401.10	55.0000000	                        
I	10	7381	448	41.50	2.50	39.00	5.0000000	                        
 	10	7381	501	38.63	2.50	36.13	5.0000000	                        
I	10	7381	502	9.00	2.50	6.50	5.0000000	                        
 	10	7381	601	432.42	35.00	397.42	55.0000000	                        
I	10	7381	603	436.10	35.00	401.10	55.0000000	                        
 	10	7382	004	1746.39	135.00	1611.39	220.0000000	                        
I	10	7382	448	39.12	2.50	36.62	5.0000000	                        
 	10	7382	501	39.62	3.00	36.62	5.0000000	                        
 	10	7382	601	437.85	35.00	402.85	55.0000000	                        
I	10	7382	603	436.10	35.00	401.10	55.0000000	                        
I	10	7383	448	39.00	2.50	36.50	5.0000000	                        
I	10	7383	982	436.10	35.00	401.10	55.0000000	                        
I	10	7384	501	39.08	2.50	36.58	5.0000000	                        
 	10	7384	601	437.35	35.00	402.35	55.0000000	                        
I	10	7384	982	442.00	35.00	407.00	55.0000000	                        
 	10	7385	501	41.50	2.50	39.00	5.0000000	                        
 	10	7385	601	437.35	35.00	402.35	55.0000000	                        
 	10	7391	004	1745.47	146.00	1599.47	220.0000000	                        
 	10	7391	501	39.20	3.00	36.20	5.0000000	                        
I	10	7391	502	39.00	2.50	36.50	5.0000000	                        
 	10	7391	601	434.87	35.00	399.87	55.0000000	                        
I	10	7391	603	436.10	35.00	401.10	55.0000000	                        
 	10	7392	501	39.20	3.00	36.20	5.0000000	                        
I	10	7392	502	39.00	2.50	36.50	5.0000000	                        
 	10	7392	601	443.42	35.00	408.42	55.0000000	                        
I	10	7392	603	436.10	35.00	401.10	55.0000000	                        
 	10	7393	501	39.42	3.00	36.42	5.0000000	                        
I	10	7393	502	39.00	2.50	36.50	5.0000000	                        
 	10	7393	601	435.61	35.00	400.61	55.0000000	                        
I	10	7393	603	436.10	35.00	401.10	55.0000000	                        
 	10	7396	601	442.35	35.00	407.35	55.0000000	                        
 	10	7396	982	442.35	35.00	407.35	55.0000000	                        
I	10	7421	009	24.50	2.50	22.00	3.0000000	                        
I	10	7421	024	24.50	0.00	24.50	3.0000000	                        
I	10	7421	355	24.50	2.80	21.70	3.0000000	                        
I	10	7422	354	24.50	2.80	21.70	3.0000000	                        
I	10	7422	601	442.00	35.00	407.00	55.0000000	                        
I	10	7422	982	442.00	35.00	407.00	55.0000000	                        
 	10	7424	008	23.94	2.50	21.44	3.0000000	                        
 	10	7424	009	23.94	2.50	21.44	3.0000000	                        
I	10	7424	015	24.50	2.50	22.00	3.0000000	                        
I	10	7424	016	24.50	2.50	22.00	3.0000000	                        
I	10	7424	017	24.50	2.50	22.00	3.0000000	                        
I	10	7424	027	24.50	2.50	22.00	3.0000000	                        
 	10	7424	028	23.94	2.50	21.44	3.0000000	                        
 	10	7424	030	23.94	2.50	21.44	3.0000000	                        
 	10	7424	100	31.59	3.00	28.59	4.0000000	                        
I	10	7424	103	32.00	2.90	29.10	4.0000000	                        
I	10	7424	354	22.94	1.50	21.44	3.0000000	                        
I	10	7424	355	22.94	1.50	21.44	3.0000000	                        
I	10	7424	448	38.24	2.50	35.74	5.0000000	                        
 	10	7424	501	38.74	3.00	35.74	5.0000000	                        
I	10	7424	502	39.00	2.50	36.50	5.0000000	                        
 	10	7424	535	38.74	3.00	35.74	5.0000000	                        
 	10	7424	601	428.09	35.00	393.09	55.0000000	                        
I	10	7424	603	436.10	35.00	401.10	55.0000000	                        
I	10	7424	626	442.00	35.00	407.00	55.0000000	                        
I	10	7424	982	442.00	35.00	407.00	55.0000000	                        
I	10	7426	011	24.29	2.50	21.79	3.0000000	                        
I	10	7430	448	39.00	2.50	36.50	5.0000000	                        
I	10	7430	983	436.10	35.00	401.10	55.0000000	                        
 	10	7431	009	24.50	2.50	22.00	3.0000000	                        
I	10	7431	354	24.50	2.80	21.70	3.0000000	                        
I	10	7431	448	39.00	2.50	36.50	5.0000000	                        
I	10	7431	983	436.10	35.00	401.10	55.0000000	                        
I	10	7478	267	4.00	0.00	4.00	0.0000000	                        
I	10	7504	034	23.35	1.50	21.85	3.0000000	                        
I	10	7504	127	46.20	2.50	43.70	6.0000000	                        
I	10	7505	034	23.14	1.50	21.64	3.0000000	                        
I	10	7505	127	60.00	2.80	57.20	6.0000000	                        
I	10	7505	511	39.00	2.50	36.50	5.0000000	                        
I	10	7506	034	23.46	1.50	21.96	3.0000000	                        
I	10	7506	127	47.92	4.00	43.92	6.0000000	                        
I	10	7507	034	23.35	1.50	21.85	3.0000000	                        
I	10	7507	127	47.70	4.00	43.70	6.0000000	                        
 	10	7510	448	41.50	2.50	39.00	5.0000000	                        
 	10	7510	982	436.10	35.00	401.10	55.0000000	                        
I	10	7530	127	60.00	2.80	57.20	6.0000000	                        
I	10	7531	034	23.82	1.50	22.32	3.0000000	                        
I	10	7531	127	48.64	4.00	44.64	6.0000000	                        
I	10	7535	034	24.09	1.50	22.59	3.0000000	                        
I	10	7535	127	60.00	2.80	57.20	6.0000000	                        
 	10	7705	448	37.89	2.50	35.39	5.0000000	                        
 	10	7705	501	37.89	2.50	35.39	5.0000000	                        
 	10	7705	601	424.31	35.00	389.31	55.0000000	                        
 	10	7705	982	442.00	35.00	407.00	55.0000000	                        
I	10	7706	448	41.50	2.50	39.00	5.0000000	                        
 	10	7706	501	38.37	2.50	35.87	5.0000000	                        
 	10	7706	601	429.52	35.00	394.52	55.0000000	                        
 	10	7706	982	429.52	35.00	394.52	55.0000000	                        
 	10	7710	009	23.42	1.50	21.92	3.0000000	                        
I	10	7710	015	24.29	0.00	24.29	3.0000000	                        
 	10	7710	100	31.23	2.00	29.23	4.0000000	                        
I	10	7710	101	32.00	3.30	28.70	4.0000000	                        
I	10	7710	356	24.90	2.80	22.10	3.0000000	                        
I	10	7710	432	32.00	2.50	29.50	4.0000000	                        
I	10	7710	496	32.00	0.00	32.00	4.0000000	                        
 	10	7710	501	39.53	3.00	36.53	5.0000000	                        
I	10	7710	502	39.00	2.50	36.50	5.0000000	                        
 	10	7710	601	436.85	35.00	401.85	55.0000000	                        
I	10	7710	603	436.10	35.00	401.10	55.0000000	                        
I	10	7710	982	442.00	35.00	407.00	55.0000000	                        
I	10	7719	676	437.00	35.00	402.00	55.0000000	                        
I	10	7719	701	131.50	11.50	120.00	16.0000000	                        
I	10	7719	980	435.00	35.00	400.00	55.0000000	                        
 	10	7720	551	38.00	3.00	35.00	4.7500000	                        
 	10	7720	676	435.00	35.00	400.00	54.2000000	                        
 	10	7720	701	131.50	11.50	120.00	16.2700000	                        
 	10	7720	782	38.00	3.00	35.00	4.7500000	                        
 	10	7720	873	131.50	11.50	120.00	16.2700000	                        
I	10	7721	106	32.44	3.00	29.44	4.0000000	                        
I	10	7721	551	37.50	2.50	35.00	4.7500000	                        
I	10	7721	676	435.00	35.00	400.00	54.3400000	                        
I	10	7721	701	131.50	11.50	120.00	16.3000000	                        
I	10	7730	009	23.74	1.50	22.24	3.0000000	                        
I	10	7730	014	23.74	1.50	22.24	3.0000000	                        
I	10	7730	018	23.74	1.50	22.24	3.0000000	                        
 	10	7730	023	24.82	2.50	22.32	3.0000000	                        
I	10	7730	103	31.65	2.00	29.65	4.0000000	                        
I	10	7730	356	23.74	1.50	22.24	3.0000000	                        
I	10	7730	357	23.74	1.50	22.24	3.0000000	                        
 	10	7730	551	38.00	3.00	35.00	4.7000000	                        
I	10	7730	552	37.50	2.50	35.00	4.7400000	                        
I	10	7730	554	37.50	2.50	35.00	4.7400000	                        
I	10	7730	673	435.00	35.00	400.00	53.9700000	                        
I	10	7730	674	435.00	35.00	400.00	53.9700000	                        
